,Unnamed: 0,street,suburb,government_area,market,country,country_code,_id,longitude,latitude
1278,1278,"Tseung Kwan o, New Territories, Hong Kong",,Sai Kung,Hong Kong,China,HK,16733041,114.27374,22.29665
1279,1279,"Bundeena, NSW, Australia",Cronulla,Sutherland Shire,Sydney,Australia,AU,16813942,151.1452,-34.08139
1280,1280,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,1688924,-73.58701,45.53572
1281,1281,"Hong Kong Island, New Territories, Hong Kong",Central & Western District,Central & Western,Hong Kong,China,HK,16920079,114.15288,22.28166
1282,1282,"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,17113453,28.98169,41.03276
1283,1283,"Surry Hills, NSW, Australia",Surry Hills,Sydney,Sydney,Australia,AU,16768620,151.21187,-33.88413
1284,1284,"Montréal, Québec, Canada",Mercier-Hochelaga-Maisonneuve,Anjou,Montreal,Canada,CA,16798522,-73.55593,45.59306
1285,1285,"Hong Kong Island, New Territories, Hong Kong",Sheung Wan,Central & Western,Hong Kong,China,HK,16802882,114.14695,22.28824
1286,1286,"Kaneohe, HI, United States",Windward Side,Koolaupoko,Oahu,United States,US,16818131,-157.83791,21.44059
1287,1287,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,China,HK,16837578,114.12801,22.28243
1288,1288,"Bellevue Hill, NSW, Australia",Bellevue Hill,Woollahra,Sydney,Australia,AU,17027421,151.26394,-33.88356
1289,1289,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,16765282,-43.19098126398924,-22.976176504117603
1290,1290,"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,Sydney,Australia,AU,16811226,151.27104,-33.88863
1291,1291,"Adalar, İstanbul, Turkey",,Adalar,Istanbul,Turkey,TR,16775246,29.13014,40.87374
1292,1292,"Birchgrove, NSW, Australia",Balmain/Birchgrove,Leichhardt,Sydney,Australia,AU,16827551,151.17802,-33.85209
1293,1293,"Pāhoa, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,16827716,-154.91389,19.43352
1294,1294,"New York, NY, United States",Manhattan,Chelsea,New York,United States,US,16874685,-73.99179,40.74512
1295,1295,"Istanbul, Istanbul Province, Turkey",Üsküdar,Uskudar,Istanbul,Turkey,TR,170150,29.06929,41.01694
1296,1296,"Vaucluse, NSW, Australia",Vaucluse/Watsons Bay,Waverley,Sydney,Australia,AU,17027324,151.28165,-33.86357
1297,1297,"Bronte, NSW, Australia",Bronte,Waverley,Sydney,Australia,AU,17045341,151.25894,-33.90539
1298,1298,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,17132840,-73.57912,45.52563
1299,1299,"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,16824222,-156.43514,20.68934
1300,1300,"Montreal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,16845784,-73.58189,45.49466
1301,1301,"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,16954444,2.16745,41.39611
1302,1302,"Brooklyn, NY, United States",Brooklyn,Sunset Park,New York,United States,US,16971327,-73.99516,40.66477
1303,1303,"Bondi Beach, NSW, Australia",North Bondi,Waverley,Sydney,Australia,AU,16978814,151.27372,-33.88521
1304,1304,"Princville, HI, United States",Kauaʻi,North Shore Kauai,Kauai,United States,US,16829718,-159.49025,22.22382
1305,1305,"Lahaina, HI, United States",Maui,Lahaina,Maui,United States,US,16893365,-156.68821,20.94855
1306,1306,"Bagunte, Porto, Portugal",,"Bagunte, Ferreiró, Outeiro Maior e Parada",Porto,Portugal,PT,16928229,-8.66405,41.37552
1307,1307,"Randwick, NSW, Australia",Randwick,Randwick,Sydney,Australia,AU,17028088,151.23572,-33.90579
1308,1308,"Volcano, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,17123939,-155.2315,19.42714
1309,1309,"Waianae, HI, United States",Waianae Coast,Waianae,Oahu,United States,US,17124786,-158.20228,21.45516
1310,1310,"Barcelona, Catalunya, Spain",Gràcia,el Camp d'en Grassot i Gràcia Nova,Barcelona,Spain,ES,16719714,2.16932,41.40323
1311,1311,"Istanbul, Cumhuriyet mahalesi, Turkey",,Buyukcekmece,Istanbul,Turkey,TR,1676155,28.60004,41.01867
1312,1312,"Istanbul, Istanbul Province, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,1685970,28.97487,41.03037
1313,1313,"Saint Ives, NSW, Australia",,Ku-Ring-Gai,Sydney,Australia,AU,16885508,151.17179,-33.75039
1314,1314,"Hong Kong Island, New Territories, Hong Kong",Central & Western District,Central & Western,Hong Kong,China,HK,16932496,114.15234,22.28427
1315,1315,"Brooklyn, NY, United States",Greenpoint,Greenpoint,New York,United States,US,17013623,-73.94368,40.72556
1316,1316,"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,17093333,-157.85729,21.33344
1317,1317,"Barcelona, Catalunya, Spain",el Fort Pienc,el Fort Pienc,Barcelona,Spain,ES,17083946,2.1801,41.3926
1318,1318,"Barcelona, Catalunya, Spain",El Camp de l'Arpa del Clot,el Camp de l'Arpa del Clot,Barcelona,Spain,ES,16833502,2.18146,41.41484
1319,1319,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,China,HK,16952227,114.16681,22.30852
1320,1320,"Redfern, NSW, Australia",Redfern,Sydney,Sydney,Australia,AU,17113625,151.21617,-33.894800000000004
1321,1321,"Keaau, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,16816601,-154.96857,19.5645
1322,1322,"Bronx, NY, United States",Morris Park,Morris Park,New York,United States,US,16777456,-73.85418,40.84906
1323,1323,"Montréal, Québec, Canada",Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,16976284,-73.54099,45.57756
1324,1324,"Redfern, NSW, Australia",Redfern,Sydney,Sydney,Australia,AU,16988190,151.19911,-33.89235
1325,1325,"Montreal, Québec, Canada",Rivière-des-Prairies-Pointe-aux-Trembles,Rivière-des-Prairies-Pointe-aux-Trembles,Montreal,Canada,CA,17103047,-73.56126,45.65311
1326,1326,"Rio de Janeiro, RJ, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,17124591,-43.17738727369248,-22.965127230450918
1327,1327,"Lahaina, HI, United States",Kaanapali,Lahaina,Maui,United States,US,16826529,-156.69191,20.93499
1328,1328,"KOLOA, KAUAI, HI, United States",Kauaʻi,Koloa-Poipu,Kauai,United States,US,16934315,-159.45807,21.87561
1329,1329,"North Ryde, NSW, Australia",,Ryde,Sydney,Australia,AU,16964637,151.12489,-33.78763
1330,1330,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,Wan Chai,Hong Kong,China,HK,17001994,114.17789,22.27669
1331,1331,"New York, NY, United States",Midtown,Midtown,New York,United States,US,1712895,-73.98128,40.75263
1332,1332,"Honolulu, HI, United States",Diamond Head/Kapahulu/St. Louis Heights,Primary Urban Center,Oahu,United States,US,17136808,-157.80832,21.26924
1333,1333,"North Bondi, NSW, Australia",North Bondi,Waverley,Sydney,Australia,AU,17140064,151.28557,-33.8906
1334,1334,"New York, NY, United States",East Village,East Village,New York,United States,US,17147561,-73.98234,40.73109
1335,1335,"Beyoğlu, İstanbul, Turkey",Karaköy,Beyoglu,Istanbul,Turkey,TR,16923810,28.97227,41.02618
1336,1336,"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,16987463,-73.55421,45.51421
1337,1337,"Brooklyn, NY, United States",Brooklyn,Gowanus,New York,United States,US,17177726,-73.98671,40.68361
1338,1338,"Rio de Janeiro, Rio de Janeiro, Brazil",Grajaú,Grajaú,Rio De Janeiro,Brazil,BR,17165509,-43.25762887864307,-22.92651347983792
1339,1339,"Barcelona, Cataluña, Spain",La Nova Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,17205085,2.15199,41.379
1340,1340,"Rio de Janeiro, Rio de Janeiro, Brazil",Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,17164830,-43.18623763804232,-22.92034085089729
1341,1341,"Rio de Janeiro, Rio de Janeiro, Brazil",Andaraí,Andaraí,Rio De Janeiro,Brazil,BR,17171298,-43.24450035243397,-22.92780402745229
1342,1342,"New York, NY, United States",Manhattan,East Village,New York,United States,US,17283071,-73.9855,40.72254
1343,1343,"New York, NY, United States",Manhattan,West Village,New York,United States,US,17190384,-74.00602,40.72871
1344,1344,"Rego Park, NY, United States",Queens,Rego Park,New York,United States,US,17173473,-73.86017,40.7265
1345,1345,"Rio de Janeiro, Rio de Janeiro, Brazil",,Itanhangá,Rio De Janeiro,Brazil,BR,17310577,-43.310834130410186,-22.98728343548051
1346,1346,"Barcelona, Catalunya, Spain",Sant Martí,el Parc i la Llacuna del Poblenou,Barcelona,Spain,ES,17157863,2.1918,41.39423
1347,1347,"Brooklyn, NY, United States",Brooklyn,Flatbush,New York,United States,US,17187219,-73.95848,40.65221
1348,1348,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,China,HK,17161494,114.14154,22.28531
1349,1349,"Brooklyn, NY, United States",Bushwick,Bushwick,New York,United States,US,17311213,-73.92351,40.69652
1350,1350,"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,17198000,28.98598,41.0619
1351,1351,"Paddington, NSW, Australia",Paddington,Sydney,Sydney,Australia,AU,17211545,151.23079,-33.88789
1352,1352,"Rio de Janeiro, Rio de Janeiro, Brazil",Leblon,Leblon,Rio De Janeiro,Brazil,BR,17230426,-43.21778416058226,-22.983816116800234
1353,1353,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,17254547,-43.17431210427382,-22.96235480525756
1354,1354,"Porto, Porto District, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,1726242,-8.61344,41.14459
1355,1355,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,17149906,-43.35928361563548,-22.971478386677312
1356,1356,"Lahaina, HI, United States",Maui,Lahaina,Maui,United States,US,17191406,-156.66475,20.99009
1357,1357,"Leichhardt, NSW, Australia",Annandale/Leichhardt,Leichhardt,Sydney,Australia,AU,1718606,151.16088,-33.87968
1358,1358,"Manly, NSW, Australia",Manly,Manly,Sydney,Australia,AU,17223695,151.29014,-33.79971
1359,1359,"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,17155854,-157.82668,21.28129
1360,1360,"Barcelona, Catalonia, Spain",Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,1720909,2.17427,41.3953
1361,1361,"New York, NY, United States",Harlem,Harlem,New York,United States,US,17263550,-73.95151,40.80754
1362,1362,"Keaau, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,17252454,-154.93676,19.58918
1363,1363,"Porto, Porto District, Portugal",,Campanhã,Porto,Portugal,PT,1719942,-8.58926,41.15543
1364,1364,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,17298388,-8.6112,41.14615
1365,1365,"New York, NY, United States",Manhattan,Upper East Side,New York,United States,US,17302836,-73.95965,40.76875
1366,1366,"Rio de Janeiro, Rio de Janeiro, Brazil",Méier,Méier,Rio De Janeiro,Brazil,BR,17251176,-43.27850583750903,-22.901822681908264
1367,1367,"Buzios, State of Rio de Janeiro, Brazil",Glória,Glória,Rio De Janeiro,Brazil,BR,17278827,-43.17497935352334,-22.91878701623584
1368,1368,"西貢, 新界, Hong Kong",,Sai Kung,Hong Kong,China,HK,17292188,114.24231,22.35633
1369,1369,"Barcelona, Catalunya, Spain",Camp d'en Grassot i Gràcia Nova,el Camp d'en Grassot i Gràcia Nova,Barcelona,Spain,ES,17272987,2.16747,41.40354
1370,1370,"Queens, NY, United States",Queens,Astoria,New York,United States,US,17305490,-73.9314,40.76752
1371,1371,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,China,HK,17262709,114.17455,22.2993
1372,1372,"Montréal, Québec, Canada",Mile End,Le Plateau-Mont-Royal,Montreal,Canada,CA,17301277,-73.59153,45.52026
1373,1373,"Brooklyn, NY, United States",Brooklyn,Bensonhurst,New York,United States,US,17263207,-73.97382,40.60877
1374,1374,"Barcelona, Barcelona, Spain",Eixample,la Sagrada Família,Barcelona,Spain,ES,17296538,2.17724,41.40955
1375,1375,"New York, NY, United States",Upper West Side,Upper West Side,New York,United States,US,1731365,-73.96683,40.79086
1376,1376,"New York, NY, United States",Chinatown,Little Italy,New York,United States,US,17342261,-73.99703,40.71976
1377,1377,"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,Sydney,Australia,AU,17319927,151.26711,-33.887950000000004
1378,1378,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,17397441,-8.61536,41.15516
1379,1379,"Queens, NY, United States",Flushing,Fresh Meadows,New York,United States,US,17319360,-73.78707,40.74227
1380,1380,"New York, NY, United States",East Village,East Village,New York,United States,US,17326116,-73.98159,40.72713
1381,1381,"Papaikou, HI, United States",Island of Hawaiʻi,South Hilo,The Big Island,United States,US,17464608,-155.09196,19.7832
1382,1382,"Barcelona, Catalunya, Spain",El Poble-sec,el Poble Sec,Barcelona,Spain,ES,17416505,2.15993,41.37338
1383,1383,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,17463241,-73.58595,45.51881
1384,1384,"旺角, 九龍, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,China,HK,17466973,114.17222,22.31859
1385,1385,"Barcelona, CT, Spain",Sants-Montjuïc,la Bordeta,Barcelona,Spain,ES,17398623,2.13445,41.36859
1386,1386,"Rockdale, NSW, Australia",Rockdale,Rockdale,Sydney,Australia,AU,17349393,151.13905,-33.95362
1387,1387,"Kihei, HI, United States",Kihei/Wailea,Kihei-Makena,Maui,United States,US,17370308,-156.44235,20.70952
1388,1388,"Brooklyn, NY, United States",Williamsburg,Greenpoint,New York,United States,US,17446640,-73.93725,40.72214
1389,1389,"New York, NY, United States",Chelsea,Chelsea,New York,United States,US,1746726,-73.99729,40.74188
1390,1390,"Kingsgrove, NSW, Australia",Kingsgrove,Canterbury,Sydney,Australia,AU,17438054,151.1014,-33.93378
1391,1391,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,17453748,-8.60372,41.14446
1392,1392,"Hong Kong, Hong Kong Island, Hong Kong",Sheung Wan,Central & Western,Hong Kong,China,HK,17464256,114.14856,22.28627
1393,1393,"Porto, Porto District, Portugal",,Bonfim,Porto,Portugal,PT,1731242,-8.59347,41.15075
1394,1394,"Montréal, Québec, Canada",Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,17329309,-73.61084,45.55447
1395,1395,"Milsons Point, NSW, Australia",Kirribilli/Milsons Point,North Sydney,Sydney,Australia,AU,17357333,151.21217,-33.8455
1396,1396,"Queens, NY, United States",The Rockaways,Far Rockaway,New York,United States,US,17367289,-73.76032000000001,40.59745
1397,1397,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,China,HK,17428961,114.12663,22.28314
1398,1398,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,17435095,-8.60725,41.16119
1399,1399,"Barcelona, Catalunya, Spain",Sants-Montjuïc,la Font de la Guatlla,Barcelona,Spain,ES,17359216,2.14606,41.3708
1400,1400,"New York, NY, United States",Manhattan,Chelsea,New York,United States,US,17344027,-74.00139,40.74462
1401,1401,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,17414683,-8.6095,41.14386
1402,1402,"Dulwich Hill, NSW, Australia",Dulwich Hill,Marrickville,Sydney,Australia,AU,17606304,151.13553,-33.9069
1403,1403,"BARCELONA, city, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,17726001,2.17109,41.38767
1404,1404,"Barcelona , Barcelona, Spain",Sant Antoni,Sant Antoni,Barcelona,Spain,ES,17537192,2.15955,41.38006
1405,1405,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,17717247,-8.61297,41.14976
1406,1406,"New York, NY, United States",Upper West Side,Upper West Side,New York,United States,US,17531493,-73.96765,40.79917
1407,1407,"Barcelona, Catalunya, Spain",Ciutat Vella,el Raval,Barcelona,Spain,ES,17951038,2.16653,41.38154
1408,1408,"Hong Kong, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,China,HK,1799637,114.16989,22.31377
1409,1409,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,18042541,-43.20303596334958,-22.98116265720219
1410,1410,"Hong Kong Island, Hong Kong Island, Hong Kong",Sheung Wan,Central & Western,Hong Kong,China,HK,17546959,114.14722,22.28654
1411,1411,"Brooklyn, NY, United States",Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,17625824,-73.93722,40.68119
1412,1412,"Kağıthane, İstanbul, Turkey",Beşiktaş,Kagithane,Istanbul,Turkey,TR,17705652,29.0046,41.08719
1413,1413,"Woodbine, NSW, Australia",,Campbelltown,Sydney,Australia,AU,17757543,150.82356,-34.04409
1414,1414,"Haleiwa, HI, United States",Oʻahu,North Shore Oahu,Oahu,United States,US,17881220,-158.04346,21.6681
1415,1415,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,1797689,-43.19289118221461,-22.98024751679101
1416,1416,"Kihei, HI, United States",Kihei/Wailea,Kihei-Makena,Maui,United States,US,17996862,-156.43694,20.68948
1417,1417,"Barcelona, Barcelona, Spain",El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,17471139,2.1805,41.38044
1418,1418,"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,17663877,-157.83889,21.29776
1419,1419,"Hong Kong Island, Hong Kong Island, Hong Kong",,Islands,Hong Kong,China,HK,17522700,114.11165,22.22789
1420,1420,"Glebe, NSW, Australia",Glebe,Sydney,Sydney,Australia,AU,17829178,151.19174,-33.87946
1421,1421,"Bondi, NSW, Australia",Bondi,Waverley,Sydney,Australia,AU,1789833,151.26359,-33.89488
1422,1422,"Montreal, QC, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,1794850,-73.58207,45.49127
1423,1423,"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,17581311,2.16109,41.39727
1424,1424,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,17584991,-43.200996074358265,-22.98475671168834
1425,1425,"Barcelona, Catalunya, Spain",Eixample,el Fort Pienc,Barcelona,Spain,ES,17740159,2.18007,41.39427
1426,1426,"Beyoğlu, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,17897640,28.98641,41.04177
1427,1427,"Montréal, QC, Canada",Saint-Leonard,Saint-Léonard,Montreal,Canada,CA,18005858,-73.57725,45.58961
1428,1428,"Barcelona, Catalunya, Spain",Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,18040680,2.17074,41.39056
1429,1429,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,17494671,-43.393156888160256,-22.970529137126128
1430,1430,"Montreal, QC, Canada",La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,1755790,-73.60306,45.54571
1431,1431,"Barcelona, Barcelona, Spain",Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,17584746,2.17062,41.38947
1432,1432,"Brooklyn, NY, United States",Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,17681470,-73.92662,40.68445
1433,1433,"Vila Nova de Gaia, Porto, Portugal",,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,17960308,-8.61047,41.13667
1434,1434,"Vila do Conde, Porto, Portugal",,Vila do Conde,Porto,Portugal,PT,18016331,-8.75108,41.34642
1435,1435,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,17670314,-43.18379962209925,-22.97074979113192
1436,1436,"Hong Kong , Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,China,HK,17672629,114.15399,22.28259
1437,1437,"Vila Nova de Gaia, Porto, Portugal",,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,17734475,-8.61219,41.13824
1438,1438,"Hawi, HI, United States",North Kohala,North Kohala,Maui,United States,US,17749155,-155.87199,20.23256
1439,1439,"Ataşehir, İstanbul, Turkey",,Atasehir,Istanbul,Turkey,TR,17827642,29.10406,41.0009
1440,1440,"Bondi Junction, NSW, Australia",Bondi Junction,Waverley,Sydney,Australia,AU,17915093,151.24273,-33.89401
1441,1441,"Montréal, Québec, Canada",Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,17922322,-73.60038,45.53488
1442,1442,"Hong kong, Hong Kong Island, Hong Kong",Wan Chai,Wan Chai,Hong Kong,China,HK,18031341,114.17872,22.2795
1443,1443,"Queens, NY, United States",The Rockaways,Edgemere,New York,United States,US,17665996,-73.77373,40.5938
1444,1444,"Barcelona, Catalunya, Spain",Eixample,Sant Antoni,Barcelona,Spain,ES,17915459,2.16481,41.37671
1445,1445,"Palm Beach, NSW, Australia",Palm Beach,Pittwater,Sydney,Australia,AU,17687359,151.31928,-33.60002
1446,1446,"Porto, Porto, Portugal",,Ramalde,Porto,Portugal,PT,17628344,-8.65701,41.16304
1447,1447,"Balmain, NSW, Australia",Balmain/Birchgrove,Leichhardt,Sydney,Australia,AU,17720418,151.18602,-33.85905
1448,1448,"Lahaina, HI, United States",Westside,Lahaina,Maui,United States,US,17751546,-156.6836,20.96104
1449,1449,"Rio de Janeiro, Rio de Janeiro, Brazil",Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,17809459,-43.18334268601122,-22.915303227027348
1450,1450,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,17861859,-73.5954,45.52042
1451,1451,"Makawao, HI, United States",Upcountry,Paia-Haiku,Maui,United States,US,1796816,-156.31183,20.86967
1452,1452,"Kailua-Kona, HI, United States",Kailua/Kona,North Kona,The Big Island,United States,US,17736576,-155.97974,19.61383
1453,1453,"Vila Nova de Gaia, Porto, Portugal",,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,17832869,-8.61351,41.1375
1454,1454,"旺角, 旺角, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,China,HK,18004323,114.16735,22.32234
1455,1455,"Vila Nova de Gaia, Porto, Portugal",,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,17468736,-8.64618,41.14411
1456,1456,"Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,17473607,29.04148,40.97781
1457,1457,"BARCELONA, city, Spain",La Nova Esquerra de l'Eixample,l'Antiga Esquerra de l'Eixample,Barcelona,Spain,ES,17757695,2.15576,41.3856
1458,1458,"Brooklyn, NY, United States",Brooklyn,Crown Heights,New York,United States,US,17822462,-73.95028,40.66503
1459,1459,"Rio de Janeiro, Rio de Janeiro, Brazil",Lapa,Centro,Rio De Janeiro,Brazil,BR,17865057,-43.17465551590793,-22.907119954309604
1460,1460,"Brooklyn, NY, United States",Brooklyn,Crown Heights,New York,United States,US,17774890,-73.94071,40.67438
1461,1461,"Tijuca, Rio de Janeiro, Brazil",Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,17528752,-43.23802106959854,-22.92477818422221
1462,1462,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,17573151,-73.58194,45.53002
1463,1463,"Barcelona, Catalunya, Spain",Eixample,la Sagrada Família,Barcelona,Spain,ES,17573977,2.18156,41.40431
1464,1464,"Rio, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,1760846,-43.19129998462068,-22.979469535604892
1465,1465,"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,17690322,28.99178,41.06969
1466,1466,"Póvoa de Varzim, Porto, Portugal",,Balazar,Porto,Portugal,PT,17734215,-8.63503,41.41101
1467,1467,"P, Porto, Portugal",,"AVer-o-Mar, Amorim e Terroso",Porto,Portugal,PT,17756520,-8.77622,41.39641
1468,1468,"Barcelona, Catalunya, Spain",Sant Martí,el Poblenou,Barcelona,Spain,ES,17493061,2.20132,41.39454
1469,1469,"Zetland, NSW, Australia",Zetland,Sydney,Sydney,Australia,AU,17613188,151.20752,-33.90408
1470,1470,"Brooklyn, NY, United States",Brooklyn,Gowanus,New York,United States,US,17618903,-73.98976,40.67873
1471,1471,"Honolulu, HI, United States",Oʻahu,East Honolulu,Oahu,United States,US,17639835,-157.74346,21.28435
1472,1472,"Bondi Beach, NSW, Australia",Bondi,Waverley,Sydney,Australia,AU,17795782,151.27108,-33.8957
1473,1473,"Fatih, İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,17971704,28.97887,41.00318
1474,1474,"Hawi, HI, United States",North Kohala,North Kohala,Maui,United States,US,17997283,-155.83491,20.24861
1475,1475,"Queens, NY, United States",Astoria,Astoria,New York,United States,US,17496002,-73.91581,40.75748
1476,1476,"Barcelona, Barcelona, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,17471127,2.16414,41.39654
1477,1477,"Redfern, NSW, Australia",Redfern,Sydney,Sydney,Australia,AU,17797004,151.20201,-33.89304
1478,1478,"Brooklyn, NY, United States",Brooklyn,Bedford-Stuyvesant,New York,United States,US,17876882,-73.92628,40.68171
1479,1479,"Montréal, QC, Canada",La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,17892346,-73.58724,45.54516
1480,1480,"Barcelona, Catalonia, Spain",Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,1805685,2.15144,41.38256
1481,1481,"Montréal, QC, Canada",Montréal-Est,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,17651165,-73.51038,45.60982
1482,1482,"Barcelona, Catalunya, Spain",Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,17726037,2.17611,41.37962
1483,1483,"BARCELONA, city, Spain",La Nova Esquerra de l'Eixample,l'Antiga Esquerra de l'Eixample,Barcelona,Spain,ES,17742384,2.15649,41.38545
1484,1484,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,17864201,-43.190458778122746,-22.976553790512785
1485,1485,"Newtown, NSW, Australia",Newtown/Enmore,Marrickville,Sydney,Australia,AU,17913605,151.17845,-33.90528
1486,1486,"Rouse Hill, NSW, Australia",,The Hills Shire,Sydney,Australia,AU,17967409,150.92501,-33.67463
